lacm,field,sex,laf,age,specnat,measure,gonads,wt,coll,datecoll,family,species,genus,spp,locality,state,county,ele,lat,lng,date,year,month,Description,abv,cty,cty2
393,9958,M,NA,Adult,SS,,,NA,"SWARTH, H S",29-Sep-13,Icteridae,Agelaius phoeniceus,Agelaius,neutralis,UNITED STATES CALIFORNIA LOS ANGELES CO NA LOS ANGELES R BED,CALIFORNIA,LOS ANGELES CO,,34.0758389,-118.2259368,9/29/1913,1913,9,study skin,CA,Los Angeles Co,Los Angeles County
7027,5570,F,NA,,SS,,,NA,"DAGGETT, F S",28-May-10,Tyrannidae,Empidonax minimus,Empidonax,,UNITED STATES ILLINOIS COOK CO NA WORTH,ILLINOIS,COOK CO,,41.6897583,-87.7972794,5/28/1910,1910,5,study skin,IL,Cook Co,Cook County
55883,,F,NA,Adult,SS,,ONE,18,"KNUDSEN, T",6-Mar-63,Motacillidae,Tmetothylacus tenellus,Tmetothylacus,,KENYA COAST PROV TANA RIVER DIST NA BURA,COAST PROV,TANA RIVER DIST,600 F,-1.1,39.95,3/6/1963,1963,3,study skin,NA,Tana River Dist,Tana River Dist
7400,1181,M,NA,,SS,,,NA,"LINTON, C B AND G W WILLETT",23-Nov-07,Corvidae,Aphelocoma insularis,Aphelocoma,,UNITED STATES CALIFORNIA SANTA BARBARA CO NA SANTA CRUZ IS,CALIFORNIA,SANTA BARBARA CO,,34,-119.6666667,11/23/1907,1907,11,study skin,CA,Santa Barbara Co,Santa Barbara County
21444,1293,F,NA,,SS,,,NA,"WILLETT, GEORGE",25-Jan-13,Scolopacidae,Arenaria interpres,Arenaria,interpres,HAWAIIAN IS LAYSAN IS  NA ,LAYSAN IS,,,25.77,-171.73,1/25/1913,1913,1,study skin,NA,,
98210,13362,U,NA,,SS,,,NA,"PARTRIDGE, W H",16-Jun-59,Picidae,Veniliornis spilogaster,Veniliornis,,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,6/16/1959,1959,6,study skin,NA,,
20868,2524,U,NA,Nestling,SS,,,NA,"WILLETT, GEORGE",8-Jul-18,Anatidae,Aythya americana,Aythya,,UNITED STATES OREGON HARNEY CO NA NARROWS,OREGON,HARNEY CO,,43.1666667,-118.9333333,7/8/1918,1918,7,study skin,OR,Harney Co,Harney County
34763,28376,U,NA,,SS,,,NA,"CARRIKER, M A JR",22-Jul-58,Tyrannidae,Myiarchus tuberculifer,Myiarchus,nigriceps,COLOMBIA CAUCA  NA EL TIMBIO,CAUCA,,2000 M,2.45,-76.6,7/22/1958,1958,7,study skin,NA,,
31598,1041,M,NA,,SS,,,NA,"DENTE, E",30-Apr-58,Formicariidae,Thamnophilus doliatus,Thamnophilus,capistratus,BRAZIL BAHIA  NA BARRA,BAHIA,,,-11.08,-43.17,4/30/1958,1958,4,study skin,NA,,
45665,17354,M,NA,,SS,,,NA,"STAGER, K E",18-Jan-64,Pycnonotidae,Pycnonotus masukuensis,Pycnonotus,roehli,TANZANIA MOROGORO REGN KILOSA DST NA MANDEGE,MOROGORO REGN,KILOSA DST,,-6.42,37.12,1/18/1964,1964,1,study skin,NA,Kilosa Dst,Kilosa Dst
27248,163,F,NA,,SS,,,NA,"DENTE, E",29-May-56,Bucconidae,Notharchus macrorhynchos,Notharchus,swainsoni,BRAZIL MATO GROSSO  NA FAZENDA TAQUARI,MATO GROSSO,,,NA,NA,5/29/1956,1956,5,study skin,NA,,
102375,263,U,NA,,SN,,,NA,"CROCKETT, D E",00 XXX 1982,Procellariidae,Pterodroma lessonii,Pterodroma,,TASMAN SEA NEW ZEALAND NORTH IS NA NORTH AUKLAND,NEW ZEALAND,NORTH IS,,-35.5,174,NA,NA,NA,complete skeleton,NA,North Is,North Is
88764,IR0071,F,NA,Adult,SS,,LGST OVA = 4 MM,NA,"PITMAN, R L",5-May-77,Alcidae,Synthliboramphus hypoleucus,Synthliboramphus,scrippsi,UNITED STATES CALIFORNIA LOS ANGELES CO NA SANTA BARBARA IS,CALIFORNIA,LOS ANGELES CO,,33.4833333,-119.016667,5/5/1977,1977,5,study skin,CA,Los Angeles Co,Los Angeles County
15407,,F,NA,,SS,,,NA,"SMITH, AUSTIN",28-Nov-28,Columbidae,Columbina talpacoti,Columbina,rufipennis,COSTA RICA PUNTARENAS PROV  NA TAMBOR,PUNTARENAS PROV,,,9.75,-85,11/28/1928,1928,11,study skin,NA,,
84766,CAR17,M,NA,,SS,,TSE,NA,"WILLIAMS, A E",31-May-76,Indicatoridae,Indicator maculatus,Indicator,stictothorax,CENTRAL AFRICAN REP MBOMOU DIST  NA BAROUA,MBOMOU DIST,,680 M,5.58,24.6,5/31/1976,1976,5,study skin,NA,,
2479,,F,NA,,SS,,,NA,"WYMAN, L E",2-May-18,Procellariidae,Fulmarus glacialis,Fulmarus,rodgersii,UNITED STATES CALIFORNIA LOS ANGELES CO NA MARINA DEL REY,CALIFORNIA,LOS ANGELES CO,,33.9666667,-118.4166667,5/2/1918,1918,5,study skin,CA,Los Angeles Co,Los Angeles County
102197,765,U,NA,,SS,,OVARY(?)=MINUTE,4.9,"RAITT, R J",26-Jul-63,Aegithalidae,Psaltriparus minimus,Psaltriparus,lloydi,MEXICO SONORA  NA HUACHINERA,SONORA,,<5800 FT,30.1168314,-108.987227,7/26/1963,1963,7,study skin,NA,,
91820,PMG662,U,NA,,AL,,,NA,"KEMPER, C A",12-Sep-79,Parulidae,Seiurus noveboracensis,Seiurus,,UNITED STATES WISCONSIN EAU CLAIRE CO NA EAU CLAIRE,WISCONSIN,EAU CLAIRE CO,,44.8098524,-91.4907073,9/12/1979,1979,9,entire specimen preserved in alcohol,WI,Eau Claire Co,Eau Claire County
119739,3929,F,7916,,SS,,"OV ENLARGED, LF = 1.5 MM",104,"GARRETT, K L",5-Apr-13,Corvidae,Aphelocoma californica,Aphelocoma,dcalifornca,UNITED STATES CALIFORNIA SAN LUIS OBISPO CO NA TEMPLETON,CALIFORNIA,SAN LUIS OBISPO CO,,NA,NA,4/5/2013,2013,4,study skin,CA,San Luis Obispo Co,San Luis Obispo County
29645,,F,NA,,SS,,,NA,,26-Feb-52,Muscicapidae,Garrulax leucolophus,Garrulax,ssp,   NA ,,,,NA,NA,2/26/1952,1952,2,study skin,NA,,
825,167,M,NA,Juvenile,SS,,,NA,"HORNUNG, J",19-Oct-15,Parulidae,Vermivora celata,Vermivora,sordida,UNITED STATES CALIFORNIA LOS ANGELES CO NA OAK CREST,CALIFORNIA,LOS ANGELES CO,,34.1,-118.3666667,10/19/1915,1915,10,study skin,CA,Los Angeles Co,Los Angeles County
20036,,M,NA,,SS,,,NA,"HELM, A H",17 OCT 1885,Emberizidae,Passerculus sandwichensis,Passerculus,savanna,UNITED STATES NEW YORK SUFFOLK CO NA MILLERPLACE,NEW YORK,SUFFOLK CO,,40.97,-73.03,1885-10-17,1885,10,study skin,NY,Suffolk Co,Suffolk County
16512,,U,NA,,SS,,,NA,,00 XXX 0000,Cuculidae,Crotophaga ani,Crotophaga,,   NA ,,,,NA,NA,NA,NA,NA,study skin,NA,,
71347,A1208,M,NA,,SS,,TNE,60,"GLEN, R M",27-Jun-69,Cuculidae,Ceuthmochares aereus,Ceuthmochares,aereus,UGANDA KIGEZI DIST  NA ITAMA VIC,KIGEZI DIST,,5300 F,-0.98,29.68,6/27/1969,1969,6,study skin,NA,,
72582,A750,M,NA,Adult,SS,,,NA,"GLEN, R M",1-Jun-69,Estrildidae,Cryptospiza reichenovii,Cryptospiza,australis,UGANDA KIGEZI DIST  NA IMPENETRABLE FOREST,KIGEZI DIST,,6800 F,-1,29.67,6/1/1969,1969,6,study skin,NA,,
53251,,F,NA,,SS,,,NA,"PARTRIDGE, W H",15-Dec-59,Icteridae,Molothrus bonariensis,Molothrus,bonariensis,ARGENTINA MISIONES PROV  NA ARROYO URUGUA-I,MISIONES PROV,,,-25.9,-54.6,12/15/1959,1959,12,study skin,NA,,
39979,10,F,NA,,SS,,,NA,"DELACOUR, J",14-Apr-56,Furnariidae,Philydor rufus,Philydor,rufus,BRAZIL GOIAS  NA SAO JOAO DA ALIANCA,GOIAS,,,-14.67,-47.58,4/14/1956,1956,4,study skin,NA,,
55982,,M,NA,Adult,SS,,TE,35,"WILLIAMS, J G",12-Mar-63,Laniidae,Dryoscopus cubla,Dryoscopus,affinis,KENYA COAST PROV TANA RIVER DIST NA BURA,COAST PROV,TANA RIVER DIST,600 F,-1.1,39.95,3/12/1963,1963,3,study skin,NA,Tana River Dist,Tana River Dist
47336,20553,F,NA,,SS,,,NA,"PARTRIDGE, W H",30-Aug-59,Trochilidae,Leucochloris albicollis,Leucochloris,,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,8/30/1959,1959,8,study skin,NA,,
35885,29371,M,NA,,SS,,,NA,"CARRIKER, M A JR",21-Nov-58,Momotidae,Momotus momota,Momotus,microstephanus,COLOMBIA CAQUETA  NA MONTANITA,CAQUETA,,,1.5,-75.47,11/21/1958,1958,11,study skin,NA,,
113501,86-45,M,NA,,SN,,,NA,"GUTHRIE, D A",2-Aug-72,Emberizidae,Pheucticus ludovicianus,Pheucticus,,UNITED STATES RHODE ISLAND WASHINGTON CO NA BLOCK ISLAND,RHODE ISLAND,WASHINGTON CO,,NA,NA,8/2/1972,1972,8,complete skeleton,RI,Washington Co,Washington County
115221,29380,F,7358,,SS,,OV = 15 X 4,488,WETLANDS AND WILDLIFE CARE CENTER,3-Dec-09,Anatidae,Aix galericulata,Aix,,UNITED STATES CALIFORNIA ORANGE CO NA FULLERTON,CALIFORNIA,ORANGE CO,,NA,NA,12/3/2009,2009,12,study skin,CA,Orange Co,Orange County
37275,202,M,NA,,SS,,,NA,"FEND, W",29-Mar-59,Sturnidae,Sturnus pagodarum,Sturnus,,INDIA DELHI  NA NEW DELHI,DELHI,,,28.62,77.22,3/29/1959,1959,3,study skin,NA,,
22523,3812,U,NA,,SS,,,NA,"WILLETT, GEORGE",13-May-34,Paridae,Parus gambeli,Parus,inyoensis,UNITED STATES CALIFORNIA INYO CO NA WYMAN CREEK,CALIFORNIA,INYO CO,8000 F,37.43,-118.13,5/13/1934,1934,5,study skin,CA,Inyo Co,Inyo County
56937,1343,M,NA,,SS,,,NA,"KOVACS, A",29-Sep-61,Tyrannidae,Lessonia rufa,Lessonia,rufa,ARGENTINA RIO NEGRO PROV  NA EL BOLSON,RIO NEGRO PROV,,,-41.97,-71.52,9/29/1961,1961,9,study skin,NA,,
12955,221,M,NA,,SS,,,NA,"ZELLNER, L",16 FEB 1890,Muscicapidae,Catharus guttatus,Catharus,nanus,UNITED STATES CALIFORNIA LOS ANGELES CO NA ALHAMBRA,CALIFORNIA,LOS ANGELES CO,,34.0833,-118.1166,1890-02-16,1890,2,study skin,CA,Los Angeles Co,Los Angeles County
118846,N-19,M,NA,,SN,,,6.4,"ATWOOD, J L",31-Aug-84,Muscicapidae,Polioptila albiloris,Polioptila,restricta,MEXICO SONORA  NA NAVAJOA,SONORA,,,NA,NA,8/31/1984,1984,8,complete skeleton,NA,,
22752,1731,F,NA,,SS,,,NA,"BAILEY, A M",12-May-15,Mimidae,Toxostoma rufum,Toxostoma,rufum,UNITED STATES IOWA JOHNSON CO NA IOWA CITY,IOWA,JOHNSON CO,,41.6611137,-91.5301666,5/12/1915,1915,5,study skin,IA,Johnson Co,Johnson County
6972,2300,F,NA,,SS,,,NA,"GAYLORD, H A",16 MAY 1896,Tyrannidae,Empidonax difficilis,Empidonax,difficilis,UNITED STATES CALIFORNIA LOS ANGELES CO NA PASADENA,CALIFORNIA,LOS ANGELES CO,,34.1444969,-118.1300507,1896-05-16,1896,5,study skin,CA,Los Angeles Co,Los Angeles County
106282,,F,NA,,SN,C:29.0; W:301; T:43.5; TAIL:148,"OV = 12 X 5, GRANULAR",NA,"FREEMAN, N",4-Nov-90,Strigidae,Asio flammeus,Asio,flammeus,UNITED STATES CALIFORNIA ORANGE CO NA IRVINE,CALIFORNIA,ORANGE CO,,33.6631355,-117.8152008,11/4/1990,1990,11,complete skeleton,CA,Orange Co,Orange County
102970,KLG 706,F,NA,Immature,SN,,,NA,,00 XXX 0000,Coliidae,Colius striatus,Colius,ssp,   NA ,,,,NA,NA,NA,NA,NA,complete skeleton,NA,,
37818,32204,F,NA,,SS,,,NA,"CARRIKER, M A JR",2-Jun-60,Mimidae,Mimus gilvus,Mimus,melanopterus,COLOMBIA MAGDALENA  NA MAMATOCO,MAGDALENA,,100 M,11.23,-74.17,6/2/1960,1960,6,study skin,NA,,
62343,,M,NA,,SS,,TSE,NA,"WILLIAMS, J G",14-Dec-47,Nectariniidae,Nectarinia venusta,Nectarinia,falkensteini,KENYA CENTRAL PROV KIAMBU DIST NA KIKUYU,CENTRAL PROV,KIAMBU DIST,6000 F,-1.25,36.67,12/14/1947,1947,12,study skin,NA,Kiambu Dist,Kiambu Dist
73735,51,F,NA,,SS,,,NA,"NICHOLS, W F",5-Jul-37,Scolopacidae,Calidris mauri,Calidris,,UNITED STATES CALIFORNIA LOS ANGELES CO NA REDONDO BEACH,CALIFORNIA,LOS ANGELES CO,10 F,33.85,-118.4,7/5/1937,1937,7,study skin,CA,Los Angeles Co,Los Angeles County
89049,,M,NA,,SN,,,NA,,00 XXX 0000,Columbidae,Columbina inca,Columbina,,   NA ,,,,NA,NA,NA,NA,NA,complete skeleton,NA,,
27251,106,M,NA,,SS,,,NA,"DENTE, E",23-May-56,Dendrocolaptidae,Dendrocolaptes platyrostris,Dendrocolaptes,intermedius,BRAZIL MATO GROSSO  NA FAZENDA TAQUARI,MATO GROSSO,,,NA,NA,5/23/1956,1956,5,study skin,NA,,
40726,32997,F,NA,,SS,,,NA,"CARRIKER, M A JR",17-Jan-61,Emberizidae,Dacnis lineata,Dacnis,egregia,COLOMBIA SANTANDER  NA GOMEZ,SANTANDER,,700 M,6.25,-73.38,1/17/1961,1961,1,study skin,NA,,
52138,21777,M,NA,,SS,,,NA,"PARTRIDGE, W H",13-Sep-59,Tyrannidae,Elaenia parvirostris,Elaenia,,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,9/13/1959,1959,9,study skin,NA,,
118701,,F,NA,,SN,,,NA,USDA,00 XXX 0000,Muscicapidae,Copsychus saularis,Copsychus,ssp,   NA ,,,,NA,NA,NA,NA,NA,complete skeleton,NA,,
22611,1604,M,NA,Adult,SS,,,NA,"WILLETT, GEORGE",7-Dec-14,Sittidae,Sitta carolinensis,Sitta,nelsoni,UNITED STATES ARIZONA GILA CO NA SIERRA ANCHA MTS,ARIZONA,GILA CO,,33.8217149,-110.8784493,12/7/1914,1914,12,study skin,AZ,Gila Co,Gila County
121594,326,M,NA,,SS,,,NA,"COOMBS, R H",20-Oct-28,Emberizidae,Passerculus sandwichensis,Passerculus,rostratus,UNITED STATES CALIFORNIA ORANGE CO NA ANAHEIM LANDING,CALIFORNIA,ORANGE CO,,33.83,-117.93,10/20/1928,1928,10,study skin,CA,Orange Co,Orange County
62959,,M,NA,Adult,SS,C:22.0;W:67.0;T:17.0;TAIL:48,TE,NA,"WILLIAMS, J G",2-Jul-51,Nectariniidae,Nectarinia habessinica,Nectarinia,turkanae,KENYA NORTH-EASTERN MANDERA DIST NA MALKA MURRI (MALKA MARI),NORTH-EASTERN,MANDERA DIST,3000 F,4.27,40.77,7/2/1951,1951,7,study skin,NA,Mandera Dist,Mandera Dist
87942,,U,NA,,AL,,,NA,"GEEST, HOGUE, STEPHENS",20-Jun-64,Muscicapidae,Turdus grayi,Turdus,ssp,COSTA RICA SAN JOSE PROV  NA LA GEORGINA,SAN JOSE PROV,,,9.53,-83.72,6/20/1964,1964,6,entire specimen preserved in alcohol,NA,,
119865,,F,NA,,SN,C=13.2; W=105; T=16.4; TAIL=57,"OV = 9 X 4, GRANULAR",22.3,"LUSBY, C",16-May-13,Muscicapidae,Sialia mexicana,Sialia,occidentalis,UNITED STATES CALIFORNIA LOS ANGELES CO NA GLENDALE,CALIFORNIA,LOS ANGELES CO,,NA,NA,5/16/2013,2013,5,complete skeleton,CA,Los Angeles Co,Los Angeles County
86874,,M,NA,,SO,,,NA,"HORNUNG, J AND LINCOLN",30-Jul-24,Accipitridae,Buteo lineatus,Buteo,elegans,UNITED STATES CALIFORNIA SAN DIEGO CO NA ESCONDIDO,CALIFORNIA,SAN DIEGO CO,,33.116,-117.083,7/30/1924,1924,7,partial skeleton,CA,San Diego Co,San Diego County
92085,PMG867,U,NA,,AL,,,9.5,"KEMPER, C A",26-Sep-73,Parulidae,Vermivora peregrina,Vermivora,,UNITED STATES WISCONSIN EAU CLAIRE CO NA EAU CLAIRE,WISCONSIN,EAU CLAIRE CO,,44.8098524,-91.4907073,9/26/1973,1973,9,entire specimen preserved in alcohol,WI,Eau Claire Co,Eau Claire County
61420,,F,NA,Adult,SS,,OSE,NA,"WILLIAMS, J G",16-Feb-54,Nectariniidae,Anthreptes orientalis,Anthreptes,neumanni,SOMALIA NORTH-WEST REGN  NA HARGEISA,NORTH-WEST REGN,,4000 F,9.52,44.03,2/16/1954,1954,2,study skin,NA,,
114938,24640,F,7114,,SS,,,160,WETLANDS AND WILDLIFE CARE CENTER,27-Jun-08,Laridae,Sterna elegans,Sterna,,UNITED STATES CALIFORNIA ORANGE CO NA LAGUNA BEACH,CALIFORNIA,ORANGE CO,,NA,NA,6/27/2008,2008,6,study skin,CA,Orange Co,Orange County
19092,,F,NA,,SS,,,NA,"WILLETT, GEORGE",23-Mar-38,Troglodytidae,Troglodytes aedon,Troglodytes,tanneri,REVILLAGIGEDO IS CLARION IS  NA ,CLARION IS,,,18.37,-114.73,3/23/1938,1938,3,study skin,NA,,
99707,,U,NA,,AL,,,NA,"GUTIERREZ, J M",22-Nov-74,Falconidae,Falco sparverius,Falco,ssp,UNITED STATES CALIFORNIA SACRAMENTO CO NA SACRAMENTO,CALIFORNIA,SACRAMENTO CO,,38.5752029,-121.4674683,11/22/1974,1974,11,entire specimen preserved in alcohol,CA,Sacramento Co,Sacramento County
111320,,M,5972,,SS,,TESTIS= 2 X 1,155,"WEHTJE, W",10-Dec-99,Icteridae,Quiscalus mexicanus,Quiscalus,ssp,UNITED STATES ARIZONA PIMA CO NA TUCSON,ARIZONA,PIMA CO,,32.2217751,-110.926445,12/10/1999,1999,12,study skin,AZ,Pima Co,Pima County
110531,,F,NA,,SN,C:10.9; W:64.5; T:17.6; TAIL:36,"OV= 1 X 1, SMOOTH",NA,"ABERNATHY, J",2-Oct-98,Sittidae,Sitta canadensis,Sitta,,UNITED STATES CALIFORNIA HUMBOLDT CO NA TRINIDAD,CALIFORNIA,HUMBOLDT CO,,41.0625185,-124.1390627,10/2/1998,1998,10,complete skeleton,CA,Humboldt Co,Humboldt County
67218,B111,F,NA,,SS,,ONE,16,"WILLIAMS, A E AND R M GLEN",17-Jun-67,Muscicapidae,Erithacus erythrothorax,Erithacus,mabirae,UGANDA TORO KINGDOM BWAMBA CO NA BWAMBA FOREST,TORO KINGDOM,BWAMBA CO,2300 F,0.8,30.15,6/17/1967,1967,6,study skin,NA,Bwamba Co,Bwamba County
55825,,M,NA,Adult,SS,,,18,"WILLIAMS, J G",7-Mar-63,Muscicapidae,Muscicapa caerulescens,Muscicapa,cinereola,KENYA COAST PROV TANA RIVER DIST NA BURA,COAST PROV,TANA RIVER DIST,600 F,-1.1,39.95,3/7/1963,1963,3,study skin,NA,Tana River Dist,Tana River Dist
93386,,M,NA,,SS,,,NA,"PARTRIDGE, W H",26-Oct-59,Tyrannidae,Myiodynastes maculatus,Myiodynastes,solitarius,ARGENTINA MISIONES PROV  NA ARROYO URUGUA-I,MISIONES PROV,,,-25.9,-54.6,10/26/1959,1959,10,study skin,NA,,
36371,29624,M,NA,,SS,,,NA,"CARRIKER, M A JR",5-Dec-58,Picidae,Campephilus melanoleucos,Campephilus,melanoleucos,COLOMBIA CAQUETA  NA MONTANITA,CAQUETA,,300 M,1.5,-75.47,12/5/1958,1958,12,study skin,NA,,
27791,243,F,NA,,SS,,,NA,"BERLA, H F",22-Apr-51,Cotingidae,Phibalura flavirostris,Phibalura,,BRAZIL RIO DE JANEIRO  NA TEREZOPOLIS,RIO DE JANEIRO,,,-22.43,-42.98,4/22/1951,1951,4,study skin,NA,,
40664,32819,M,NA,,SS,,,NA,"CARRIKER, M A JR",10-Nov-60,Tyrannidae,Sayornis nigricans,Sayornis,angustirostris,COLOMBIA SANTANDER  NA BUCARAMANGA,SANTANDER,,1018 M,7.13,-73.15,11/10/1960,1960,11,study skin,NA,,
49774,,M,NA,,SS,,,NA,"PARTRIDGE, W H",28-Oct-59,Tyrannidae,Colonia colonus,Colonia,colonus,ARGENTINA MISIONES PROV  NA ARROYO URUGUA-I,MISIONES PROV,,,-25.9,-54.6,10/28/1959,1959,10,study skin,NA,,
84123,20007,F,NA,Adult,SS,,OSE,45,"STAGER, K E",1-Mar-73,Laniidae,Laniarius ferrugineus,Laniarius,sublacteus,KENYA COAST PROV LAMU DIST NA BODHEI,COAST PROV,LAMU DIST,<100 F,-1.85,40.72,3/1/1973,1973,3,study skin,NA,Lamu Dist,Lamu Dist
112063,,F,NA,,SS,W=59,"OV= 2 X 1, SMOOTH",9.3,"DAWES, J",1-Oct-02,Parulidae,Vermivora celata,Vermivora,lutescens,UNITED STATES CALIFORNIA LOS ANGELES CO NA PACIFIC PALISADES,CALIFORNIA,LOS ANGELES CO,,34.0518259,-118.5264702,10/1/2002,2002,10,study skin,CA,Los Angeles Co,Los Angeles County
1941,JH996,F,NA,,SN,,,NA,"WYMAN, L E",18-Apr-17,Laridae,Larus occidentalis,Larus,wymani,UNITED STATES CALIFORNIA LOS ANGELES CO NA MARINA DEL REY,CALIFORNIA,LOS ANGELES CO,,33.9666667,-118.4166667,4/18/1917,1917,4,complete skeleton,CA,Los Angeles Co,Los Angeles County
44939,918,M,NA,,SS,,,NA,"DENTE, E",7-Mar-63,Dendrocolaptidae,Nasica longirostris,Nasica,,BRAZIL RORAIMA TERRITORY  NA BOA VISTA,RORAIMA TERRITORY,,,2.85,-60.72,3/7/1963,1963,3,study skin,NA,,
94562,20402,M,NA,,SS,,,NA,"PARTRIDGE, W H",30-Aug-59,Emberizidae,Trichothraupis melanops,Trichothraupis,,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,8/30/1959,1959,8,study skin,NA,,
86911,,F,NA,,SO,,,NA,"PALVOLIAN, M B",27-Oct-29,Falconidae,Caracara cheriway,Caracara,audubonii,COLOMBIA CORDOBA  NA MONTERIA,CORDOBA,,,8.77,-75.88,10/27/1929,1929,10,partial skeleton,NA,,
34744,28367,F,NA,,SS,,,NA,"CARRIKER, M A JR",12-Jun-58,Tyrannidae,Todirostrum cinereum,Todirostrum,cinereum,COLOMBIA CAUCA  NA POPAYAN,CAUCA,,1760 M,2.45,-76.6,6/12/1958,1958,6,study skin,NA,,
73336,431,M,NA,,SS,,,32,"DIAMOND, J M",24-Jun-65,Meropidae,Merops ornatus,Merops,,NEW GUINEA PAPUA NEW GUINEA E HIGHLAND DIST NA OKASA,PAPUA NEW GUINEA,E HIGHLAND DIST,4000 F,-6.5,145.67,6/24/1965,1965,6,study skin,NA,E Highland Dist,E Highland Dist
22092,538,M,NA,,SS,,,NA,"WILLETT, GEORGE",12-Jun-08,Picidae,Picoides pubescens,Picoides,turati,UNITED STATES CALIFORNIA LOS ANGELES CO NA LOS CERRITOS,CALIFORNIA,LOS ANGELES CO,,33.847084,-118.159874,6/12/1908,1908,6,study skin,CA,Los Angeles Co,Los Angeles County
70794,B834,M,NA,,SS,,,NA,"GLEN, R M",4-Dec-68,Laniidae,Laniarius leucorhynchus,Laniarius,,UGANDA TORO KINGDOM BWAMBA CO NA BWAMBA FOREST,TORO KINGDOM,BWAMBA CO,2300 F,0.8,30.15,12/4/1968,1968,12,study skin,NA,Bwamba Co,Bwamba County
31805,150,M,NA,,SS,,,NA,"DENTE, E",14-Mar-58,Emberizidae,Coryphospingus pileatus,Coryphospingus,pileatus,BRAZIL BAHIA  NA BURITIRAMA,BAHIA,,,-10.72,-43.65,3/14/1958,1958,3,study skin,NA,,
103804,,F,NA,Juvenile,FB,C:99.2; W:417.0; T:50.0; TAIL:199.0,OV = 25 X 8,1400,"SCHREIBER, R W",29-Jul-84,Sulidae,Sula leucogaster,Sula,plotus,JOHNSTON ATOLL SAND IS  NA ,SAND IS,,,16.75,-169.5,7/29/1984,1984,7,flat skin and complete skeleton,NA,,
798,87,F,NA,,SS,,,NA,"HORNUNG, J",1-Oct-15,Paridae,Baeolophus inornatus,Baeolophus,transpositus,UNITED STATES CALIFORNIA LOS ANGELES CO NA OAK CREST,CALIFORNIA,LOS ANGELES CO,,34.1,-118.3666667,10/1/1915,1915,10,study skin,CA,Los Angeles Co,Los Angeles County
99913,,M,NA,,SN,C:355;W CHORD:545;T:84;TAIL:160,T = 20 X 8,2750,D&D DISPOSAL,4-Feb-82,Pelecanidae,Pelecanus occidentalis,Pelecanus,californicus,UNITED STATES CALIFORNIA LOS ANGELES CO NA SANTA MONICA,CALIFORNIA,LOS ANGELES CO,,34.0085106,-118.4984131,2/4/1982,1982,2,complete skeleton,CA,Los Angeles Co,Los Angeles County
112626,2127,F,NA,,SN,C=43.3; W=303; T=55.9,"OV= 11 X 6.5, GRANULAR",362,CALIFORNIA WILDLIFE CENTER,6-Sep-02,Corvidae,Corvus brachyrhynchos,Corvus,hesperis,UNITED STATES CALIFORNIA LOS ANGELES CO NA TUJUNGA,CALIFORNIA,LOS ANGELES CO,,34.2489869,-118.2899665,9/6/2002,2002,9,complete skeleton,CA,Los Angeles Co,Los Angeles County
81625,,F,NA,,SS,,,23,"KYONGO, J N AND J ITHIA",2-Mar-72,Ploceidae,Ploceus ocularis,Ploceus,suahelicus,KENYA COAST PROV KWALE DIST NA SHIMBA HILLS,COAST PROV,KWALE DIST,,-4.22,39.42,3/2/1972,1972,3,study skin,NA,Kwale Dist,Kwale Dist
118412,21418,M,NA,,SN,,,NA,SAN DIEGO ZOOLOGICAL SOCIETY,00 XXX 0000,Bucerotidae,Tockus erythrorhynchus,Tockus,ssp,   NA ,,,,NA,NA,NA,NA,NA,complete skeleton,NA,,
19983,,F,NA,,SS,,,NA,"WILLETT, GEORGE",18-Mar-41,Trochilidae,Selasphorus sasin,Selasphorus,sedentarius,UNITED STATES CALIFORNIA VENTURA CO NA ANACAPA IS,CALIFORNIA,VENTURA CO,,34,-119.416667,3/18/1941,1941,3,study skin,CA,Ventura Co,Ventura County
115496,,F,7216,,SS,C=14.7; W=99; T=26.4; TAIL=62,,45,"HEINDEL, T & J",29-Apr-99,Icteridae,Molothrus ater,Molothrus,ssp,UNITED STATES CALIFORNIA INYO CO NA BIG PINE,CALIFORNIA,INYO CO,,NA,NA,4/29/1999,1999,4,study skin,CA,Inyo Co,Inyo County
106782,,F,NA,,SN,,OVARY GRANULAR,NA,BURKE MUSEUM,25-Dec-88,Podicipedidae,Podiceps grisegena,Podiceps,holboellii,UNITED STATES WASHINGTON CLALLAM CO NA PUGET SOUND,WASHINGTON,CLALLAM CO,,48.214273,-122.953835,12/25/1988,1988,12,complete skeleton,WA,Clallam Co,Clallam County
99391,14615,F,NA,,SS,,,NA,"PARTRIDGE, W H",4-Jul-59,Tyrannidae,Phylloscartes ventralis,Phylloscartes,ssp,ARGENTINA MISIONES PROV  NA TOBUNAS,MISIONES PROV,,,-26.47,-53.9,7/4/1959,1959,7,study skin,NA,,
