gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
80143797	427a6290-0c65-11dd-84d2-b8a03c50a862	MZLU:Aves:L870/3036	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba	guttata	SUBSPECIES	Tyto alba guttata (C.L.Brehm, 1831)	Tyto alba guttata (Brehm, C. L., 1831)	(Brehm, C. L., 1831)	SE	Klagstorp's church	Skåne	PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3	55.39222	13.37083							1870-06-16	16	6	1870	6176299	2497921	PRESERVED_SPECIMEN	MZLU	Aves	L870/3036				CC_BY_NC_4_0					2024-03-02T04:06:21.914Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
80143796	427a6290-0c65-11dd-84d2-b8a03c50a862	MZLU:Aves:L870/3035	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba	guttata	SUBSPECIES	Tyto alba guttata (C.L.Brehm, 1831)	Tyto alba guttata (Brehm, C. L., 1831)	(Brehm, C. L., 1831)	SE	Klagstorp's church	Skåne	PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3	55.39222	13.37083							1870-06-16	16	6	1870	6176299	2497921	PRESERVED_SPECIMEN	MZLU	Aves	L870/3035				CC_BY_NC_4_0					2024-03-02T04:06:22.120Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
80143792	427a6290-0c65-11dd-84d2-b8a03c50a862	MZLU:Aves:L867/7001	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba (Scopoli, 1769)	(Scopoli, 1769)		No information		PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3									1867-06-04	4	6	1867	2497921	2497921	PRESERVED_SPECIMEN	MZLU	Aves	L867/7001				CC_BY_NC_4_0					2024-03-02T04:06:21.051Z		COUNTRY_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
80143786	427a6290-0c65-11dd-84d2-b8a03c50a862	MZLU:Aves:L866/3020	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba	guttata	SUBSPECIES	Tyto alba guttata (C.L.Brehm, 1831)	Tyto alba guttata (Brehm, C. L., 1831)	(Brehm, C. L., 1831)	SE	Östra Torp	Skåne	PRESENT		c0758a16-296b-4ec3-97fd-8a057d9060f3	55.34639	13.35694		0.01					1866			1866	6176299	2497921	PRESERVED_SPECIMEN	MZLU	Aves	L866/3020				CC_BY_NC_4_0					2024-03-02T04:06:21.868Z		GEODETIC_DATUM_ASSUMED_WGS84
80143785	427a6290-0c65-11dd-84d2-b8a03c50a862	MZLU:Aves:L864/3513	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba	guttata	SUBSPECIES	Tyto alba guttata (C.L.Brehm, 1831)	Tyto alba guttata (Brehm, C. L., 1831)	(Brehm, C. L., 1831)	SE	Örtofta	Skåne	PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3	55.7838	13.2622							1864			1864	6176299	2497921	PRESERVED_SPECIMEN	MZLU	Aves	L864/3513				CC_BY_NC_4_0					2024-03-02T04:06:21.012Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
80143782	427a6290-0c65-11dd-84d2-b8a03c50a862	MZLU:Aves:L863/3070	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba	affinis	SUBSPECIES	Tyto alba affinis (Blyth, 1862)	Tyto alba affinis (Blyth)	(Blyth)	NA	Otjimbinque	Damaraland	PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3									1863-10-08	8	10	1863	6176303	2497921	PRESERVED_SPECIMEN	MZLU	Aves	L863/3070				CC_BY_NC_4_0					2024-03-02T04:06:21.831Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
80143774	427a6290-0c65-11dd-84d2-b8a03c50a862	MZLU:Aves:L859/3074	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba	affinis	SUBSPECIES	Tyto alba affinis (Blyth, 1862)	Tyto alba affinis (Blyth)	(Blyth)	NA	Elephant Valley		PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3									1859-11-14	14	11	1859	6176303	2497921	PRESERVED_SPECIMEN	MZLU	Aves	L859/3074				CC_BY_NC_4_0					2024-03-02T04:06:22.089Z		COUNTRY_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
80143769	427a6290-0c65-11dd-84d2-b8a03c50a862	MZLU:Aves:L858/3045	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba	guttata	SUBSPECIES	Tyto alba guttata (C.L.Brehm, 1831)	Tyto alba guttata (Brehm, C. L., 1831)	(Brehm, C. L., 1831)		No information		PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3									1858			1858	6176299	2497921	PRESERVED_SPECIMEN	MZLU	Aves	L858/3045				CC_BY_NC_4_0					2024-03-02T04:06:20.960Z		COUNTRY_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
80143759	427a6290-0c65-11dd-84d2-b8a03c50a862	MZLU:Aves:L849/3019	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba	guttata	SUBSPECIES	Tyto alba guttata (C.L.Brehm, 1831)	Tyto alba guttata (Brehm, C. L., 1831)	(Brehm, C. L., 1831)	SE	n/a	Skåne	PRESENT		c0758a16-296b-4ec3-97fd-8a057d9060f3	55.8	13.61667							1849			1849	6176299	2497921	PRESERVED_SPECIMEN	MZLU	Aves	L849/3019				CC_BY_NC_4_0					2024-03-02T04:06:21.892Z		GEODETIC_DATUM_ASSUMED_WGS84
80143731	427a6290-0c65-11dd-84d2-b8a03c50a862	MZLU:Aves:L834/3533	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba	guttata	SUBSPECIES	Tyto alba guttata (C.L.Brehm, 1831)	Tyto alba guttata (Brehm, C. L., 1831)	(Brehm, C. L., 1831)	SE	Ystad	Skåne	PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3	55.43056	13.82056							1834-10		10	1834	6176299	2497921	PRESERVED_SPECIMEN	MZLU	Aves	L834/3533				CC_BY_NC_4_0					2024-03-02T04:06:20.781Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
80143728	427a6290-0c65-11dd-84d2-b8a03c50a862	MZLU:Aves:L820/3001	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba	guttata	SUBSPECIES	Tyto alba guttata (C.L.Brehm, 1831)	Tyto alba guttata (Brehm, C. L., 1831)	(Brehm, C. L., 1831)	DE	Altenberg		PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3									1820-11		11	1820	6176299	2497921	PRESERVED_SPECIMEN	MZLU	Aves	L820/3001				CC_BY_NC_4_0					2024-03-02T04:06:20.753Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
80143721	427a6290-0c65-11dd-84d2-b8a03c50a862	MZLU:Aves:L001/3008	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba	guttata	SUBSPECIES	Tyto alba guttata (C.L.Brehm, 1831)	Tyto alba guttata (Brehm, C. L., 1831)	(Brehm, C. L., 1831)	SE	Trelleborg–Rostock, ombord färja	Skåne	PRESENT		c0758a16-296b-4ec3-97fd-8a057d9060f3									2001-02-10	10	2	2001	6176299	2497921	PRESERVED_SPECIMEN	MZLU	Aves	L001/3008				CC_BY_NC_4_0					2024-03-02T04:06:21.470Z		
787367242	9f17221a-195b-4005-8773-683fcdf559e8	MACN:MACN-Or:35772	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		AR		Buenos Aires	PRESENT		2e4af590-37d0-11d9-8439-b8a03c50a862													2497921	2497921	PRESERVED_SPECIMEN	MACN	MACN-Or	35772				CC_BY_4_0					2024-01-24T22:57:11.305Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
787367241	9f17221a-195b-4005-8773-683fcdf559e8	MACN:MACN-Or:35773	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		AR		Mendoza	PRESENT		2e4af590-37d0-11d9-8439-b8a03c50a862													2497921	2497921	PRESERVED_SPECIMEN	MACN	MACN-Or	35773				CC_BY_4_0					2024-01-24T22:57:11.305Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
787367240	9f17221a-195b-4005-8773-683fcdf559e8	MACN:MACN-Or:35774	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		AR		Mendoza	PRESENT		2e4af590-37d0-11d9-8439-b8a03c50a862													2497921	2497921	PRESERVED_SPECIMEN	MACN	MACN-Or	35774				CC_BY_4_0					2024-01-24T22:57:11.306Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
787035898	58d0f326-2e85-4d0a-a744-571461220f00	urn:catalog:UCMP:V:131535	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba			Recent Element Collection		PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862													2497921	2497921	PRESERVED_SPECIMEN	UCMP	V	131535				CC_BY_4_0		ALEXANDER LINDSEY JR. MUSEUM			2024-03-04T12:39:43.444Z	StillImage	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
787035879	58d0f326-2e85-4d0a-a744-571461220f00	urn:catalog:UCMP:V:131516	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba			Recent Element Collection		PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862													2497921	2497921	PRESERVED_SPECIMEN	UCMP	V	131516				CC_BY_4_0		WARHEIT, K. AND SWISHER, C.			2024-03-04T12:39:43.349Z	StillImage	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
787035860	58d0f326-2e85-4d0a-a744-571461220f00	urn:catalog:UCMP:V:131257	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba			Recent Element Collection		PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862													2497921	2497921	PRESERVED_SPECIMEN	UCMP	V	131257				CC_BY_4_0		Arizona Fish + Game			2024-03-04T12:39:43.320Z	StillImage	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
787035858	58d0f326-2e85-4d0a-a744-571461220f00	urn:catalog:UCMP:V:131155	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba			Recent Element Collection		PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862													2497921	2497921	PRESERVED_SPECIMEN	UCMP	V	131155				CC_BY_4_0		Arizona Fish + Game			2024-03-04T12:39:43.527Z	StillImage	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
787035850	58d0f326-2e85-4d0a-a744-571461220f00	urn:catalog:UCMP:V:131122	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba			Recent Element Collection		PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862													2497921	2497921	PRESERVED_SPECIMEN	UCMP	V	131122				CC_BY_4_0		Arizona Fish + Game			2024-03-04T12:39:43.584Z	StillImage	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
787035849	58d0f326-2e85-4d0a-a744-571461220f00	urn:catalog:UCMP:V:131121	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba			Recent Element Collection		PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862													2497921	2497921	PRESERVED_SPECIMEN	UCMP	V	131121				CC_BY_4_0		Arizona Fish + Game			2024-03-04T12:39:43.320Z	StillImage	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
787035808	58d0f326-2e85-4d0a-a744-571461220f00	urn:catalog:UCMP:V:131063	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba			Recent Element Collection		PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862													2497921	2497921	PRESERVED_SPECIMEN	UCMP	V	131063				CC_BY_4_0					2024-03-04T12:39:43.504Z	StillImage	TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
787035781	58d0f326-2e85-4d0a-a744-571461220f00	urn:catalog:UCMP:V:130621	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba			Recent Element Collection		PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862													2497921	2497921	PRESERVED_SPECIMEN	UCMP	V	130621				CC_BY_4_0					2024-03-04T12:39:43.401Z	StillImage	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
787034064	58d0f326-2e85-4d0a-a744-571461220f00	urn:catalog:UCMP:V:119144	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba			Recent Element Collection		PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862													2497921	2497921	PRESERVED_SPECIMEN	UCMP	V	119144				CC_BY_4_0		DRUMMOND,P.C.			2024-03-04T12:39:43.545Z	StillImage	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
787023439	58d0f326-2e85-4d0a-a744-571461220f00	urn:catalog:UCMP:V:45331	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba			Recent Element Collection		PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862													2497921	2497921	PRESERVED_SPECIMEN	UCMP	V	45331				CC_BY_4_0		Arndt, J.F.	TYPE		2024-03-04T12:39:41.242Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
786635832	a82d2421-be5a-4779-babc-da0b634a7ba8	urn:catalog:CM:Birds:P84884	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	PITTSBURGH (KNOXVILLE)	Pennsylvania	PRESENT	1	c1da06f0-580e-11dc-8a9e-b8a03c50a862									1922-04-03	3	4	1922	2497921	2497921	PRESERVED_SPECIMEN	CM	Birds	P84884				CC0_1_0		HAGARLING, S.		Native	2024-01-25T12:12:55.249Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
786635830	a82d2421-be5a-4779-babc-da0b634a7ba8	urn:catalog:CM:Birds:P84883	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	LOGANS FERRY	Pennsylvania	PRESENT	1	c1da06f0-580e-11dc-8a9e-b8a03c50a862									1922-02-03	3	2	1922	2497921	2497921	PRESERVED_SPECIMEN	CM	Birds	P84883				CC0_1_0		HINKS, E.H.		Native	2024-01-25T12:12:55.848Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
786634840	a82d2421-be5a-4779-babc-da0b634a7ba8	urn:catalog:CM:Birds:P94894	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	FLAMINGO (2 MI N; BEAR LAKE)	Florida	PRESENT	0	c1da06f0-580e-11dc-8a9e-b8a03c50a862									1924-03-27	27	3	1924	2497921	2497921	PRESERVED_SPECIMEN	CM	Birds	P94894	1873			CC0_1_0		SUTTON, G.M.		Native	2024-01-25T12:12:55.383Z		INDIVIDUAL_COUNT_CONFLICTS_WITH_OCCURRENCE_STATUS;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
786634004	a82d2421-be5a-4779-babc-da0b634a7ba8	urn:catalog:CM:Birds:P106067	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	LINESVILLE	Pennsylvania	PRESENT	0	c1da06f0-580e-11dc-8a9e-b8a03c50a862									1929-05-08	8	5	1929	2497921	2497921	PRESERVED_SPECIMEN	CM	Birds	P106067	682			CC0_1_0		FRICKE, R.L.		Native	2024-01-25T12:12:54.648Z		INDIVIDUAL_COUNT_CONFLICTS_WITH_OCCURRENCE_STATUS;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
786633779	a82d2421-be5a-4779-babc-da0b634a7ba8	urn:catalog:CM:Birds:P102820	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	VERONA	Pennsylvania	PRESENT	0	c1da06f0-580e-11dc-8a9e-b8a03c50a862									1928-10-18	18	10	1928	2497921	2497921	PRESERVED_SPECIMEN	CM	Birds	P102820	567			CC0_1_0		Collector Unknown		Native	2024-01-25T12:12:57.042Z		INDIVIDUAL_COUNT_CONFLICTS_WITH_OCCURRENCE_STATUS;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
786632419	a82d2421-be5a-4779-babc-da0b634a7ba8	urn:catalog:CM:Birds:P106165	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	OAKDALE	Pennsylvania	PRESENT	0	c1da06f0-580e-11dc-8a9e-b8a03c50a862									1929-12-03	3	12	1929	2497921	2497921	PRESERVED_SPECIMEN	CM	Birds	P106165	782			CC0_1_0		SCOTT, J.C.		Native	2024-01-25T12:12:54.645Z		INDIVIDUAL_COUNT_CONFLICTS_WITH_OCCURRENCE_STATUS;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
786569396	a82d2421-be5a-4779-babc-da0b634a7ba8	urn:catalog:CM:Birds:P107769	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba	affinis	SUBSPECIES	Tyto alba affinis (Blyth, 1862)	Tyto alba affinis		MW	THYOLO	Southern	PRESENT	1	c1da06f0-580e-11dc-8a9e-b8a03c50a862					822.96	0.0			1926-07-18	18	7	1926	6176303	2497921	PRESERVED_SPECIMEN	CM	Birds	P107769	389			CC0_1_0		WOOD, R.C.		Native	2024-01-25T12:12:54.654Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
786552471	a82d2421-be5a-4779-babc-da0b634a7ba8	urn:catalog:CM:Birds:P30151	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba	alba	SUBSPECIES	Tyto alba alba	Tyto alba alba		DZ	BISKRA	Biskra	PRESENT	1	c1da06f0-580e-11dc-8a9e-b8a03c50a862									1908-03-16	16	3	1908	7191333	2497921	PRESERVED_SPECIMEN	CM	Birds	P30151	1217			CC0_1_0		STEINBACH, J.		Native	2024-01-25T12:12:56.767Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
786455606	a82d2421-be5a-4779-babc-da0b634a7ba8	urn:catalog:CM:Birds:P46029	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba	alba	SUBSPECIES	Tyto alba alba	Tyto alba alba		ES	DAIMIEL	Castile-La Mancha	PRESENT	1	c1da06f0-580e-11dc-8a9e-b8a03c50a862									1913-09-26	26	9	1913	7191333	2497921	PRESERVED_SPECIMEN	CM	Birds	P46029				CC0_1_0		BERMEJO, J.S.		Native	2024-01-25T12:12:56.798Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
786346243	a82d2421-be5a-4779-babc-da0b634a7ba8	urn:catalog:CM:Birds:P153294	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba	erlangeri	SUBSPECIES	Tyto alba erlangeri W.L.Sclater, 1921	Tyto alba erlangeri		IL	HERZLIYYA		PRESENT	1	c1da06f0-580e-11dc-8a9e-b8a03c50a862									1960-07-22	22	7	1960	6176286	2497921	PRESERVED_SPECIMEN	CM	Birds	P153294	3825			CC0_1_0		Collector Unknown		Native	2024-01-25T12:12:56.367Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
786345906	a82d2421-be5a-4779-babc-da0b634a7ba8	urn:catalog:CM:Birds:P153271	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba	erlangeri	SUBSPECIES	Tyto alba erlangeri W.L.Sclater, 1921	Tyto alba erlangeri		IL	TEL AVIV-YAFO (CAPTIVE BIRD)		PRESENT	1	c1da06f0-580e-11dc-8a9e-b8a03c50a862									1967-10-03	3	10	1967	6176286	2497921	PRESERVED_SPECIMEN	CM	Birds	P153271	6393			CC0_1_0		Collector Unknown			2024-01-25T12:12:54.948Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
786326054	a82d2421-be5a-4779-babc-da0b634a7ba8	urn:catalog:CM:Birds:S13381	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	BRIGANTINE (EDWIN B. FORSYTH NATIONAL WILDLIFE REFUGE)	New Jersey	PRESENT	1	c1da06f0-580e-11dc-8a9e-b8a03c50a862									1989-04-24	24	4	1989	2497921	2497921	PRESERVED_SPECIMEN	CM	Birds	S13381				CC0_1_0		Collector Unknown		Native	2024-01-25T12:12:54.633Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
786325726	a82d2421-be5a-4779-babc-da0b634a7ba8	urn:catalog:CM:Birds:S13812	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	SAINT PETERSBURG	Florida	PRESENT	1	c1da06f0-580e-11dc-8a9e-b8a03c50a862									1988-08-31	31	8	1988	2497921	2497921	PRESERVED_SPECIMEN	CM	Birds	S13812				CC0_1_0		Collector Unknown		Native	2024-01-25T12:12:54.630Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
786324118	a82d2421-be5a-4779-babc-da0b634a7ba8	urn:catalog:CM:Birds:S13048	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	PINELOCH MANAGEMENT AREA	Florida	PRESENT	1	c1da06f0-580e-11dc-8a9e-b8a03c50a862									1989-01-30	30	1	1989	2497921	2497921	PRESERVED_SPECIMEN	CM	Birds	S13048				CC0_1_0		WEBSTER, A.		Native	2024-01-25T12:12:54.632Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
786322679	a82d2421-be5a-4779-babc-da0b634a7ba8	urn:catalog:CM:Birds:S12424	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	SANTA BARBARA (UNIVERSITY OF CALIFORNIA CAMPUS)	California	PRESENT	1	c1da06f0-580e-11dc-8a9e-b8a03c50a862													2497921	2497921	PRESERVED_SPECIMEN	CM	Birds	S12424				CC0_1_0		PANZA, R.K.		Native	2024-01-25T12:12:54.613Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
786322547	a82d2421-be5a-4779-babc-da0b634a7ba8	urn:catalog:CM:Birds:S12369	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US		Maryland	PRESENT	1	c1da06f0-580e-11dc-8a9e-b8a03c50a862									1983			1983	2497921	2497921	PRESERVED_SPECIMEN	CM	Birds	S12369				CC0_1_0		Collector Unknown		Native	2024-01-25T12:12:56.858Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
786320529	a82d2421-be5a-4779-babc-da0b634a7ba8	urn:catalog:CM:Birds:S12531	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US	SLIDELL	Louisiana	PRESENT	1	c1da06f0-580e-11dc-8a9e-b8a03c50a862									1988-07-12	12	7	1988	2497921	2497921	PRESERVED_SPECIMEN	CM	Birds	S12531				CC0_1_0		Collector Unknown		Native	2024-01-25T12:12:55.842Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
786319910	a82d2421-be5a-4779-babc-da0b634a7ba8	urn:catalog:CM:Birds:S12444	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba		SPECIES	Tyto alba (Scopoli, 1769)	Tyto alba		US		Arizona	PRESENT	1	c1da06f0-580e-11dc-8a9e-b8a03c50a862													2497921	2497921	PRESERVED_SPECIMEN	CM	Birds	S12444				CC0_1_0		Collector Unknown		Native	2024-01-25T12:12:54.626Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
