"","X.2","catalog","genus","species","sex","date","country","county","state","loc","tl","ws","wc","ossif","wt","description","skin","skeleton","tissue","wing","ethanol","year","month","decade","collection","order","family","locality","Sex","X.1","X","lacm","field","laf","age","specnat","measure","gonads","coll","datecoll","spp","ele","lat","lng","Description","abv","cty","cty2","nat","mount","name"
"735",3055,121063,"Dendroica","Setophaga coronata","U","2015-11-26","UNITED STATES","Orange County","California",NA,NA,NA,NA,NA,9.6,"complete skeleton",NA,"skel_full",NA,NA,NA,2015,11,2010,"LACM","Passeriformes","Parulidae","UNITED STATES CALIFORNIA ORANGE CO NA FOUNTAIN VALLEY","U",88904,88904,121063,"",8831,"Unassigned","SN","C=9.8; W=77; TAI54","NOT FOUND","ANDERSEN, V","26 NOV 2015","audoboni","",NA,NA,"complete skeleton","CA","Orange Co","Orange County","skeleton",NA,"LACM 121063"
"736",3056,121070,"Catharus","Catharus guttatus","U","2017-11-16","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,15,"complete skeleton",NA,"skel_full",NA,NA,NA,2017,11,2010,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA MALIBU","U",88907,88907,121070,"17-3612",8821,"Unassigned","SN","C=11.0; W=83; T=29; TAIL=66","NOT FOUND","CALIFORNIA WILDLIFE CENTER","16 NOV 2017","ssp","",34.0333333,-118.666667,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 121070"
"737",3057,121071,"Catharus","Catharus guttatus","M","2015-10-20","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,14.9,"complete skeleton",NA,"skel_full",NA,NA,NA,2015,10,2010,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA TOPANGA","M",88908,88908,121071,"15-3534",8849,"Unassigned","SN","C=11.1; T=25.8; TAIL=69","L+R T=1.5X1.5","CALIFORNIA WILDLIFE CENTER","20 OCT 2015","ssp","",NA,NA,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 121071"
"738",3058,121072,"Catharus","Catharus guttatus","F","2015-01-26","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,15.8,"complete skeleton",NA,"skel_full",NA,NA,NA,2015,1,2010,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA ENCINO","F",88909,88909,121072,"15-0092",8824,"Unassigned","SN","C=9.5; W=83; T=25.2; TAIL=61","OV=6X1.5","CALIFORNIA WILDLIFE CENTER","26 JAN 2015","ssp","",34.1673737,-118.4980164,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 121072"
"739",3059,121073,"Catharus","Catharus guttatus","F","2014-10-28","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,23,"complete skeleton",NA,"skel_full",NA,NA,NA,2014,10,2010,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA CALABASAS","F",88911,88911,121073,"14-3480",8822,"Unassigned","SN","C=11.5; W=86; T=29; TAIL=69","OV=8X2.5","CALIFORNIA WILDLIFE CENTER","28 OCT 2014","ssp","",34.1567078,-118.6395721,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 121073"
"740",3060,121074,"Catharus","Catharus guttatus","M","2014-11-01","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,18.5,"complete skeleton",NA,"skel_full",NA,NA,NA,2014,11,2010,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA WEST HILLS","M",88912,88912,121074,"14-3496",8823,"Unassigned","SN","C=11.8; W=87;T=26.7; TAIL=58","LT=2X1; RT=1.5X1","CALIFORNIA WILDLIFE CENTER","01 NOV 2014","ssp","",34.1855358,-118.6492538,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 121074"
"741",3061,121077,"Dendroica","Setophaga coronata","U","2014-12-01","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,7,"complete skeleton",NA,"skel_full",NA,NA,NA,2014,12,2010,"LACM","Passeriformes","Parulidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA SANTA MONICA","U",88915,88915,121077,"14-3672",8834,"Unassigned","SN","C=9.3; W=76; T=22.6; TAIL=60","NOT FOUND","CALIFORNIA WILDLIFE CENTER","01 DEC 2014","audoboni","",34.0085106,-118.4984131,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 121077"
"742",3062,121079,"Dendroica","Setophaga coronata","U","2014-12-28","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,6.2,"complete skeleton",NA,"skel_full",NA,NA,NA,2014,12,2010,"LACM","Passeriformes","Parulidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA VENICE","U",88918,88918,121079,"14-3827",8825,"Unassigned","SN","C=9.0; W=77; T=19.2; TAIL=42","NOT FOUND","CALIFORNIA WILDLIFE CENTER","28 DEC 2014","audoboni","",NA,NA,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 121079"
"743",3063,120703,"Dendroica","Setophaga coronata","F","2015-10-01","UNITED STATES","Orange County","California",NA,NA,NA,NA,NA,7.5,"complete skeleton",NA,"skel_full",NA,NA,NA,2015,10,2010,"LACM","Passeriformes","Parulidae","UNITED STATES CALIFORNIA ORANGE CO NA IRVINE","F",88921,88921,120703,"",NA,"Unassigned","SN","W=71.5","OV=3X2, FINE GRANULAR","ANDERSEN, V","01 OCT 2015","audoboni","",NA,NA,"complete skeleton","CA","Orange Co","Orange County","skeleton",NA,"LACM 120703"
"744",3064,121080,"Dendroica","Setophaga coronata","M","2015-02-08","UNITED STATES","Ventura County","California",NA,NA,NA,NA,NA,7.7,"complete skeleton",NA,"skel_full",NA,NA,NA,2015,2,2010,"LACM","Passeriformes","Parulidae","UNITED STATES CALIFORNIA VENTURA CO NA OAK PARK","M",88923,88923,121080,"15-0154",8836,"Unassigned","SN","C=10.7; W-79; T=19.4; TAIL=60","LT=1X1","CALIFORNIA WILDLIFE CENTER","08 FEB 2015","audoboni","",NA,NA,"complete skeleton","CA","Ventura Co","Ventura County","skeleton",NA,"LACM 121080"
"745",3065,120421,"Catharus","Catharus guttatus","F","2014-02-04","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,18,"complete skeleton",NA,"skel_full",NA,NA,NA,2014,2,2010,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA MALIBU","F",89447,89447,120421,"14-0113",8270,"Unassigned","SN","","OV=6XA, SMOOTH","CALIFORNIA WILDLIFE CENTER","04 FEB 2014","ssp","",NA,NA,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 120421"
"746",3066,120422,"Catharus","Catharus guttatus","F","2015-01-02","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,18,"complete skeleton",NA,"skel_full",NA,NA,NA,2015,1,2010,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA MALIBU","F",89449,89449,120422,"15-0006",8502,"Unassigned","SN","C=12.6; W=80.2; TAIL=62","OV=5X2, FINE GRANULAR","CALIFORNIA WILDLIFE CENTER","02 JAN 2015","ssp","",NA,NA,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 120422"
"747",3067,120434,"Dendroica","Setophaga coronata","F","2015-04-14","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,10.4,"complete skeleton",NA,"skel_full",NA,NA,NA,2015,4,2010,"LACM","Passeriformes","Parulidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA LOS ANGELES","F",89497,89497,120434,"",8377,"Unassigned","SN","C=9.8; W=75; T=21.1; TAIL=55","OV=3.0X1.5","HAYDEN, R","14 APR 2015","auduboni","",NA,NA,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 120434"
"748",3068,121793,"Dendroica","Setophaga coronata","U",NA,"UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,9.8,"study skin","skin_study",NA,NA,NA,NA,NA,NA,NA,"LACM","Passeriformes","Parulidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA LOS ANGELES","U",89695,89695,121793,"",NA,"Unassigned","SS","","NOT FOUND","KENYON, C M","07 DECD 2018","audoboni","",NA,NA,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 121793"
"749",3072,121037,"Catharus","Catharus guttatus","U","2016-10-26","UNITED STATES","Washington, D C","",NA,NA,NA,NA,NA,26,"complete skeleton",NA,"skel_full",NA,NA,NA,2016,10,2010,"LACM","Passeriformes","Turdidae","UNITED STATES  WASHINGTON, D C NA ","U",89804,89804,121037,"F149",8733,"Unassigned","SN","C=12.1; W=90; T=29.0; TAIL=66","POSSIBLE SMALL TESTES","USNM STAFF","26 OCT 2016","faxoni","",NA,NA,"complete skeleton",NA,"Washington, D C","Washington, D C","skeleton",NA,"LACM 121037"
"750",3073,121808,"Dendroica","Setophaga coronata","U","2017-11-30","UNITED STATES","Orange County","California",NA,NA,NA,NA,NA,8.2,"study skin","skin_study",NA,NA,NA,NA,2017,11,2010,"LACM","Passeriformes","Parulidae","UNITED STATES CALIFORNIA ORANGE CO NA SAN JUAN CAPISTRANO","U",89819,89819,121808,"",9176,"Unassigned","SS","","NOT FOUND","ANDERSEN, V","30 NOV 2017","audoboni","",NA,NA,"study skin","CA","Orange Co","Orange County","study skin",NA,"LACM 121808"
"751",3074,121807,"Dendroica","Setophaga coronata","M","2017-11-13","UNITED STATES","Orange County","California",NA,NA,NA,NA,NA,10.9,"study skin","skin_study",NA,NA,NA,NA,2017,11,2010,"LACM","Passeriformes","Parulidae","UNITED STATES CALIFORNIA ORANGE CO NA BUENA PARK","M",89842,89842,121807,"",9175,"Unassigned","SS","","LT=2X1","ANDERSEN, V","13 NOV 2017","audoboni","",33.8561363,-117.9989853,"study skin","CA","Orange Co","Orange County","study skin",NA,"LACM 121807"
"752",3075,121761,"Dendroica","Setophaga coronata","U","2017-10-23","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,9.8,"complete skeleton",NA,"skel_full",NA,NA,NA,2017,10,2010,"LACM","Passeriformes","Parulidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA TOPANGA","U",89847,89847,121761,"17-3798",8952,"Unassigned","SN","W=75","NOT FOUND","CALIFORNIA WILDLIFE CENTER","23 OCT 2017","audoboni","",34.1,-118.6,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 121761"
"753",3077,120680,"Catharus","Catharus guttatus","F","2014-11-20","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,19,"complete skeleton",NA,"skel_full",NA,NA,NA,2014,11,2010,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA WOODLAND HILLS","F",89892,89892,120680,"14-3624",8501,"Unassigned","SN","C=10.3; W=85; T=27.0; TAIL=63","OV=5X2, GRANULAR","CALIFORNIA WILDLIFE CENTER","20 NOV 2014","ssp","",34.162014,-118.6162796,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 120680"
"754",3078,120832,"Dendroica","Setophaga coronata","M","2017-03-29","UNITED STATES","Orange County","California",NA,NA,NA,NA,NA,10.1,"study skin","skin_study",NA,NA,NA,NA,2017,3,2010,"LACM","Passeriformes","Parulidae","UNITED STATES CALIFORNIA ORANGE CO NA IRVINE","M",89923,89923,120832,"",8740,"Unassigned","SS","","LT=1.5X1.5; RT=2X2","ANDERSEN, V","29 MAR 2017","audoboni","",NA,NA,"study skin","CA","Orange Co","Orange County","study skin",NA,"LACM 120832"
"755",3079,120833,"Dendroica","Setophaga coronata","M","2016-11-21","UNITED STATES","Orange County","California",NA,NA,NA,NA,NA,13,"study skin","skin_study",NA,NA,NA,NA,2016,11,2010,"LACM","Passeriformes","Parulidae","UNITED STATES CALIFORNIA ORANGE CO NA FOUNTAIN VALLEY","M",89924,89924,120833,"",8743,"Unassigned","SS","","L+R T=<1MM","ANDERSEN, V","21 NOV 2016","coronata","",NA,NA,"study skin","CA","Orange Co","Orange County","study skin",NA,"LACM 120833"
"756",3080,120445,"Dendroica","Setophaga coronata","F","2014-11-21","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,11,"complete skeleton",NA,"skel_full",NA,NA,NA,2014,11,2010,"LACM","Passeriformes","Parulidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA LONG BEACH","F",89949,89949,120445,"",8313,"Unassigned","SN","C=11.9;FW=74","OV=3X1.5, GRANULAR","CANTRELL, A","21 NOV 2014","auduboni","",33.7756966,-118.1892216,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 120445"
"757",3081,120446,"Dendroica","Setophaga coronata","M","2014-10-12","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,12,"complete skeleton",NA,"skel_full",NA,NA,NA,2014,10,2010,"LACM","Passeriformes","Parulidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA WESTWOOD","M",89950,89950,120446,"",8310,"Unassigned","SN","C=9.4; W=74","RT=1 MM","LONGCORE, T","12 OCT 2014","auduboni","",34.0558323,-118.4125592,"complete skeleton","CA","Los Angeles Co","Los Angeles County","skeleton",NA,"LACM 120446"
"758",3082,120874,"Dendroica","Setophaga coronata","U","2016-01-10","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,9.1,"study skin","skin_study",NA,NA,NA,NA,2016,1,2010,"LACM","Passeriformes","Parulidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA LOS ANGELES","U",89986,89986,120874,"",NA,"Unassigned","SS","W=71.5","NOT FOUND","NHM STAFF","10 JAN 2016","audoboni","",NA,NA,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 120874"
"759",3083,120739,"Catharus","Catharus guttatus","M","2016-11-03","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,21.5,"study skin","skin_study",NA,NA,NA,NA,2016,11,2010,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA SAN DIMAS","M",90037,90037,120739,"",8655,"Unassigned","SS","","L=R T=2X1, BLACK","SMITH, C","03 NOV 2016","ssp","",34.1103554,-117.8135605,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 120739"
"760",3084,120883,"Catharus","Catharus guttatus","M","2015-11-03","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,21.2,"study skin","skin_study",NA,NA,NA,NA,2015,11,2010,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA PASADENA","M",90081,90081,120883,"",8787,"Unassigned","SS","","L+R T=1.5X1.0","SIECHERT, J","03 NOV 2015","ssp","",NA,NA,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 120883"
"761",3085,120884,"Catharus","Catharus guttatus","F","2015-11-04","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,22.7,"study skin","skin_study",NA,NA,NA,NA,2015,11,2010,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA PASADENA","F",90082,90082,120884,"",8788,"Unassigned","SS","","OV=3X1, SMOOTH","SIECHERT, J","04 NOV 2015","ssp","",NA,NA,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 120884"
"762",3086,120885,"Catharus","Catharus guttatus","M","2015-10-26","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,23.5,"study skin","skin_study",NA,NA,NA,NA,2015,10,2010,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA LOS ANGELES","M",90083,90083,120885,"15-3595",8778,"Unassigned","SS","","LT=2.5X1; RT=2X1, BLACK","CALIFORNIA WILDLIFE CENTER","26 OCT 2015","ssp","",NA,NA,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 120885"
"763",3087,120886,"Dendroica","Setophaga coronata","U","2015-10-17","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,10.5,"study skin","skin_study",NA,NA,NA,NA,2015,10,2010,"LACM","Passeriformes","Parulidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA LOS ANGELES","U",90084,90084,120886,"15-3529",8776,"Unassigned","SS","","NOT FOUND","CALIFORNIA WILDLIFE CENTER","17 OCT 2015","audoboni","",NA,NA,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 120886"
"764",3088,121821,"Catharus","Catharus guttatus","U","2017-10-02","UNITED STATES","Orange County","California",NA,NA,NA,NA,NA,22.2,"complete skeleton",NA,"skel_full",NA,NA,NA,2017,10,2010,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA ORANGE CO NA HUNTINGTON BEACH","U",90175,90175,121821,"59386",NA,"Unassigned","SN","W=91","NOT FOUND","WETLANDS AND WILDLIFE CARE","02 OCT 2017","guttatus","",NA,NA,"complete skeleton","CA","Orange Co","Orange County","skeleton",NA,"LACM 121821"
"765",3089,121168,"Melospiza","Melospiza melodia","U","2018-05-22","UNITED STATES","Orange County","California",NA,NA,NA,NA,NA,15.9,"study skin","skin_study",NA,NA,NA,NA,2018,5,2010,"LACM","Passeriformes","Passerellidae","UNITED STATES CALIFORNIA ORANGE CO NA NEWPORT BEACH","U",90223,90223,121168,"",9005,"Unassigned","SS","","NOT FOUND","ANDERSEN, V","22 MAY 2018","cooperi","",33.6333333,-117.9166667,"study skin","CA","Orange Co","Orange County","study skin",NA,"LACM 121168"
"766",3090,121188,"Dendroica","Setophaga coronata","F","2017-10-27","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,8,"study skin","skin_study",NA,NA,NA,NA,2017,10,2010,"LACM","Passeriformes","Parulidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA SHERMAN OAKS","F",90235,90235,121188,"17-3816",9027,"Unassigned","SS","","L FOLL=<0.5MM","CALIFORNIA WILDLIFE CENTER","27 OCT 2017","auduboni","",34.1539345,-118.4450912,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 121188"
"767",3091,121249,"Catharus","Catharus guttatus","F","2018-11-13","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,21.5,"study skin","skin_study",NA,NA,NA,NA,2018,11,2010,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA LOS ANGELES ZOO GROUNDS","F",90455,90455,121249,"",9099,"Unassigned","SS","","OV=6.5X2.0","HALSEY, K","13 NOV 2018","guttatus","",NA,NA,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 121249"
"768",3092,121820,"Dendroica","Setophaga coronata","F","2012-12-12","UNITED STATES","Orange County","California",NA,NA,NA,NA,NA,9.8,"complete skeleton",NA,"skel_full",NA,NA,NA,2012,12,2010,"LACM","Passeriformes","Parulidae","UNITED STATES CALIFORNIA ORANGE CO NA SEAL BEACH NAVAL WEAPONS STATION","F",90467,90467,121820,"",9168,"Unassigned","SN","C=7.8; W=72; T=15.4","OV=2.0X1.5, SMOOTH","SCHALLMANN, R","12 DEC 2012","audoboni","",33.7521761,-118.0575371,"complete skeleton","CA","Orange Co","Orange County","skeleton",NA,"LACM 121820"
"769",3095,121701,"Catharus","Catharus guttatus","U","2018-10-07","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,22.2,"study skin","skin_study",NA,NA,NA,NA,2018,10,2010,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA LOS ANGELES","U",91099,91099,121701,"18-3819",9122,"Unassigned","SS","","NOT FOUND","CALIFORNIA WILDLIFE CENTER","07 OCT 2018","guttatus","",NA,NA,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 121701"
"770",3096,121702,"Melospiza","Melospiza melodia","M","2018-09-09","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,20.5,"study skin","skin_study",NA,NA,NA,NA,2018,9,2010,"LACM","Passeriformes","Passerellidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA WEST HILLS","M",91101,91101,121702,"18-3142",9121,"Unassigned","SS","","OV=2.5X1.5, SMOOTH","CALIFORNIA WILDLIFE CENTER","09 SEP 2018","cooperii","",NA,NA,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 121702"
"771",3097,122094,"Catharus","Catharus guttatus","F","2019-11-16","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,25.5,"study skin","skin_study",NA,NA,NA,NA,2019,11,2010,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA CALABASAS","F",91130,91130,122094,"19-3688",9337,"Unassigned","SS","","OVARY = 5.0 X 2.5; SMOOTH","CALIFORNIA WILDLIFE CENTER","16 NOV 2019","guttatus","",NA,NA,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 122094"
"772",3098,122098,"Dendroica","Setophaga coronata","F","2019-11-06","UNITED STATES","Ventura County","California",NA,NA,NA,NA,NA,12.3,"study skin","skin_study",NA,NA,NA,NA,2019,11,2010,"LACM","Passeriformes","Parulidae","UNITED STATES CALIFORNIA VENTURA CO NA OAK PARK","F",91133,91133,122098,"19-3637",9342,"Unassigned","SS","","OVARY = 2 X 1; SMOOTH","CALIFORNIA WILDLIFE CENTER","06 NOV 2019","auduboni","",NA,NA,"study skin","CA","Ventura Co","Ventura County","study skin",NA,"LACM 122098"
"773",3099,121185,"Catharus","Catharus guttatus","U","2016-11-03","UNITED STATES","San Diego County","California",NA,NA,NA,NA,NA,23,"study skin","skin_study",NA,NA,NA,NA,2016,11,2010,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA SAN DIEGO CO NA RANCHO SANTA FE","U",91136,91136,121185,"",9022,"Unassigned","SS","","POSSIBLE OVARY","KREUTER, A","03 NOV 2016","guttatus","",33.05,-117.38,"study skin","CA","San Diego Co","San Diego County","study skin",NA,"LACM 121185"
"774",3138,122103,"Catharus","Catharus guttatus","M","2020-01-27","UNITED STATES","Ventura County","California",NA,NA,NA,NA,NA,22.9,"study skin","skin_study",NA,NA,NA,NA,2020,1,2020,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA VENTURA CO NA THOUSAND OAKS","M",92025,92025,122103,"19-3810",9351,"Unassigned","SS","","L&RT = 1.5 X 1.0; BLACK","CALIFORNIA WILDLIFE CENTER","27 JAN 2020","guttatus","",NA,NA,"study skin","CA","Ventura Co","Ventura County","study skin",NA,"LACM 122103"
"775",3139,122104,"Catharus","Catharus guttatus","M","2019-11-12","UNITED STATES","Los Angeles County","California",NA,NA,NA,NA,NA,22,"study skin","skin_study",NA,NA,NA,NA,2019,11,2010,"LACM","Passeriformes","Turdidae","UNITED STATES CALIFORNIA LOS ANGELES CO NA MALIBU CANYON","M",92026,92026,122104,"19-3640",9355,"Unassigned","SS","","L&RT = 1.5 X 1.0; BLACK","CALIFORNIA WILDLIFE CENTER","12 NOV 2019","guttatus","",NA,NA,"study skin","CA","Los Angeles Co","Los Angeles County","study skin",NA,"LACM 122104"
