"","X.2","catalog","genus","species","sex","date","country","county","state","loc","tl","ws","wc","ossif","wt","description","skin","skeleton","tissue","wing","ethanol","year","month","decade","collection","order","family","locality","Sex","X.1","X","lacm","field","laf","age","specnat","measure","gonads","coll","datecoll","spp","ele","lat","lng","Description","abv","cty","cty2","nat","mount","name"
"249",1238,44454,"Melospiza","Melospiza melodia",NA,"2009-09-04","United States","Tompkins County","New York","Town of Dryden, Liddell Lab, 900 m NNW Varna, Freese Road",135,180,72,NA,17.7000007629,"whole organism (ethanol); tissue (frozen)",NA,NA," tissue (frozen)",NA,"fluid_full",2009,9,2000,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Town of Dryden, Liddell Lab, 900 m NNW Varna, Freese Road","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 44454"
"250",1239,48226,"Setophaga","Setophaga coronata","U","1989-10-04","United States","Washington County","Rhode Island","Block Island",117,203,69,"incomplete",8.3999996185,"skeleton",NA,"skel_full",NA,NA,NA,1989,10,1980,"CUMV","Passeriformes","Parulidae","United States Rhode Island Washington County Block Island","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 48226"
"251",1240,48260,"Melospiza","Melospiza melodia","M","1993-09-19","United States","Tompkins County","New York","Dryden Tws, 9.5 km",142,219,66,NA,22.2000007629,"skeleton; spread wing",NA,"skel_full",NA," spread wing",NA,1993,9,1990,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Dryden Tws, 9.5 km","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 48260"
"252",1241,48307,"Melospiza","Melospiza melodia","M","1990-11-08","United States","Island County","Washington","Whidbey Island, 3 mi S, 2 mi W Clinton",NA,NA,NA,NA,26,"study skin; spread wing","skin_study",NA,NA," spread wing",NA,1990,11,1990,"CUMV","Passeriformes","Passerellidae","United States Washington Island County Whidbey Island, 3 mi S, 2 mi W Clinton","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 48307"
"253",1242,48308,"Melospiza","Melospiza melodia","F","1990-11-08","United States","Island County","Washington","Whidbey Island, 3 mi S, 2 mi W Clinton",NA,NA,NA,"20%",23.5,"study skin; spread wing","skin_study",NA,NA," spread wing",NA,1990,11,1990,"CUMV","Passeriformes","Passerellidae","United States Washington Island County Whidbey Island, 3 mi S, 2 mi W Clinton","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 48308"
"254",1243,48363,"Melospiza","Melospiza melodia","F","1968-04-11","United States","Tompkins County","New York","Town of Dryden, Turkey Hill Road",138,NA,64,NA,21.3999996185,"study skin","skin_study",NA,NA,NA,NA,1968,4,1960,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Town of Dryden, Turkey Hill Road","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 48363"
"255",1247,48705,"Melospiza","Melospiza melodia","M","1860-01-01","United States","Tompkins County","New York","Town of Dryden, 6.7 km SE Ithaca, 71 German Cross Road",140,198,66,NA,19.7999992371,"study skin; spread wing","skin_study",NA,NA," spread wing",NA,1860,1,1860,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Town of Dryden, 6.7 km SE Ithaca, 71 German Cross Road","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 48705"
"256",1248,48727,"Catharus","Catharus guttatus","F",NA,"United States",NA,"California","unspecified",NA,250,83,NA,15.6000003815,"spread wing; skeleton",NA,"skel_full",NA,"spread wing",NA,NA,NA,NA,"CUMV","Passeriformes","Turdidae","United States California NA unspecified","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 48727"
"257",1250,48841,"Catharus","Catharus guttatus","F","1995-11-30","United States","Tompkins County","New York","Dryden Tws., 121 Snyder Hill Rd.",157,278,89,"30%",33.7999992371,"flat skin; skeleton","skin_flat","skel_full",NA,NA,NA,1995,11,1990,"CUMV","Passeriformes","Turdidae","United States New York Tompkins County Dryden Tws., 121 Snyder Hill Rd.","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 48841"
"258",1251,48897,"Catharus","Catharus guttatus","M","1998-10-10","United States","Onondaga County","New York","Otisco Township, 8km W of Layfayette",NA,NA,96,"complete",31.7000007629,"study skin","skin_study",NA,NA,NA,NA,1998,10,1990,"CUMV","Passeriformes","Turdidae","United States New York Onondaga County Otisco Township, 8km W of Layfayette","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 48897"
"259",1252,48915,"Setophaga","Setophaga coronata","M","1998-10-10","United States","Onondaga County","New York","Town of Pompey, 7.5 km SW Village of Manlius",133,226,74,"complete",12.3000001907,"study skin; spread wing","skin_study",NA,NA," spread wing",NA,1998,10,1990,"CUMV","Passeriformes","Parulidae","United States New York Onondaga County Town of Pompey, 7.5 km SW Village of Manlius","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 48915"
"260",1253,49027,"Setophaga","Setophaga coronata",NA,"1990-08-24","United States","Tompkins County","New York","Connecticut Hill Rd. 6.5 Km WNW of Newfield",111,193,68,NA,12.5,"skeleton",NA,"skel_full",NA,NA,NA,1990,8,1990,"CUMV","Passeriformes","Parulidae","United States New York Tompkins County Connecticut Hill Rd. 6.5 Km WNW of Newfield","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 49027"
"261",1254,49140,"Setophaga","Setophaga coronata",NA,"1999-09-22","United States","Onondaga County","New York","Town of Pompey, 7.5 km SW Village of Manlius",NA,215,73,NA,12.1000003815,"whole organism (ethanol)",NA,NA,NA,NA,"fluid_full",1999,9,1990,"CUMV","Passeriformes","Parulidae","United States New York Onondaga County Town of Pompey, 7.5 km SW Village of Manlius","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 49140"
"262",1255,49301,"Catharus","Catharus guttatus","M","1860-01-01","United States",NA,"California","unspecified",140,247,90,NA,19,"skeleton",NA,"skel_full",NA,NA,NA,1860,1,1860,"CUMV","Passeriformes","Turdidae","United States California NA unspecified","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 49301"
"263",1256,49701,"Setophaga","Setophaga coronata","M","1996-10-18","United States","Tompkins County","New York","Town of Ithaca",NA,224,70,NA,11.8999996185,"skeleton; tissue (frozen); spread wing",NA,"skel_full"," tissue (frozen)"," spread wing",NA,1996,10,1990,"CUMV","Passeriformes","Parulidae","United States New York Tompkins County Town of Ithaca","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 49701"
"264",1261,50160,"Setophaga","Setophaga coronata","M","2003-04-28","United States","Tompkins County","New York","Lansing, Lansing Station Road",NA,222,NA,"complete",12.8999996185,"tissue (frozen); study skin","skin_study",NA,"tissue (frozen)",NA,NA,2003,4,2000,"CUMV","Passeriformes","Parulidae","United States New York Tompkins County Lansing, Lansing Station Road","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 50160"
"265",1264,50314,"Setophaga","Setophaga coronata",NA,"1995-10-29","United States","Santa Clara County","California","Alviso, Coyote Creek Riparian Station",NA,NA,NA,NA,11.8000001907,"tissue (frozen); whole organism (ethanol)",NA,NA,"tissue (frozen)",NA,"fluid_full",1995,10,1990,"CUMV","Passeriformes","Parulidae","United States California Santa Clara County Alviso, Coyote Creek Riparian Station","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 50314"
"266",1265,50482,"Catharus","Catharus guttatus","M","2003-11-14","United States","Nassau County","New York","Baldwin, 606 Madison Avenue",152,277,87,"15%",32.2000007629,"tissue (frozen); spread wing; study skin","skin_study",NA,"tissue (frozen)"," spread wing",NA,2003,11,2000,"CUMV","Passeriformes","Turdidae","United States New York Nassau County Baldwin, 606 Madison Avenue","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 50482"
"267",1266,50511,"Melospiza","Melospiza melodia",NA,"1860-01-01","United States","Santa Clara County","California","Alviso, Coyote Creek Riparian Station",NA,195,NA,"complete",13.8000001907,"study skin","skin_study",NA,NA,NA,NA,1860,1,1860,"CUMV","Passeriformes","Passerellidae","United States California Santa Clara County Alviso, Coyote Creek Riparian Station","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 50511"
"268",1267,50740,"Melospiza","Melospiza melodia","F",NA,"United States","Monroe County","New York","Town of Greece, ~6.75 km NE Hilton, Braddock Bay Bird Observatory",132,182,62,"0%",17.8999996185,"tissue (frozen); study skin","skin_study",NA,"tissue (frozen)",NA,NA,NA,NA,NA,"CUMV","Passeriformes","Passerellidae","United States New York Monroe County Town of Greece, ~6.75 km NE Hilton, Braddock Bay Bird Observatory","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 50740"
"269",1268,50741,"Catharus","Catharus guttatus","F","2000-09-18","United States","Tompkins County","New York","Town of Caroline, Brooktondale, 153 Caroline Depot Road",145,242,91,"5%",26.8999996185,"study skin; tissue (frozen)","skin_study",NA," tissue (frozen)",NA,NA,2000,9,2000,"CUMV","Passeriformes","Turdidae","United States New York Tompkins County Town of Caroline, Brooktondale, 153 Caroline Depot Road","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 50741"
"270",1269,50807,"Setophaga","Setophaga coronata","F","2004-09-03","United States","Cayuga County","New York","Summer Hill, Dresser Road E of Salt Road",128,NA,71,"10%",10.8000001907,"tissue (frozen); study skin","skin_study",NA,"tissue (frozen)",NA,NA,2004,9,2000,"CUMV","Passeriformes","Parulidae","United States New York Cayuga County Summer Hill, Dresser Road E of Salt Road","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 50807"
"271",1270,50812,"Melospiza","Melospiza melodia",NA,"2004-08-27","United States","Tompkins County","New York","Cornell Experimental Ponds, Unit 2; Dryden Township, 8.25 km NE Ithaca, Neimi Road",100,200,61,"100%",22.7000007629,"study skin; tissue (frozen)","skin_study",NA," tissue (frozen)",NA,NA,2004,8,2000,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Cornell Experimental Ponds, Unit 2; Dryden Township, 8.25 km NE Ithaca, Neimi Road","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 50812"
"272",1271,50871,"Melospiza","Melospiza melodia","M","2003-10-10","United States","Tompkins County","New York","Cornell Experimental Ponds, Unit 1; Lansing Township, 7.25 km NNE Ithaca, Cherry Road",NA,196,NA,"100%",17.8999996185,"study skin; tissue (frozen); spread wing","skin_study",NA," tissue (frozen)"," spread wing",NA,2003,10,2000,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Cornell Experimental Ponds, Unit 1; Lansing Township, 7.25 km NNE Ithaca, Cherry Road","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 50871"
"273",1273,51089,"Catharus","Catharus guttatus","F","2004-10-22","United States","Tompkins County","New York","Ithaca Tws., Cinema Drive",162,290,95,"10%",31.2000007629,"tissue (frozen); study skin; spread wing","skin_study",NA,"tissue (frozen)"," spread wing",NA,2004,10,2000,"CUMV","Passeriformes","Turdidae","United States New York Tompkins County Ithaca Tws., Cinema Drive","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 51089"
"274",1275,51295,"Melospiza","Melospiza melodia","M","2005-01-24","United States","Bristol County","Massachusetts","South Dartmouth",138,199,65,"100%",25.2999992371,"spread wing; tissue (frozen); study skin","skin_study",NA," tissue (frozen)","spread wing",NA,2005,1,2000,"CUMV","Passeriformes","Passerellidae","United States Massachusetts Bristol County South Dartmouth","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 51295"
"275",1276,51411,"Melospiza","Melospiza melodia","M","2005-04-11","United States","Tompkins County","New York","Ithaca: 1036 Snder Hill Rd.",134,205,65,"100%",31,"tissue (frozen); spread wing; study skin","skin_study",NA,"tissue (frozen)"," spread wing",NA,2005,4,2000,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Ithaca: 1036 Snder Hill Rd.","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 51411"
"276",1277,51414,"Catharus","Catharus guttatus","U","1860-01-01","United States","Fairfield County","Connecticut","Norwalk, 1 Valley Road",152,281,88,"50%",28.8999996185,"study skin; tissue (frozen)","skin_study",NA," tissue (frozen)",NA,NA,1860,1,1860,"CUMV","Passeriformes","Turdidae","United States Connecticut Fairfield County Norwalk, 1 Valley Road","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 51414"
"277",1278,51459,"Melospiza","Melospiza melodia","U","2005-04-28","United States","Tompkins County","New York","Dryden Township, Ellis Hollow",140,184,68,"complete",22,"study skin; tissue (frozen); spread wing","skin_study",NA," tissue (frozen)"," spread wing",NA,2005,4,2000,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Dryden Township, Ellis Hollow","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 51459"
"278",1279,51993,"Catharus","Catharus guttatus","M","2006-04-05","United States","Tompkins County","New York","Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road",152,266,93,"complete",29.1000003815,"study skin; tissue (frozen)","skin_study",NA," tissue (frozen)",NA,NA,2006,4,2000,"CUMV","Passeriformes","Turdidae","United States New York Tompkins County Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 51993"
"279",1280,52030,"Melospiza","Melospiza melodia","M","2006-06-06","United States","Tompkins County","New York","Dryden Township, Yellow Barn Road",141,213,65,"complete",23.2999992371,"spread wing; tissue (frozen); study skin","skin_study",NA," tissue (frozen)","spread wing",NA,2006,6,2000,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Dryden Township, Yellow Barn Road","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 52030"
"280",1281,52046,"Catharus","Catharus guttatus","U","2006-10-16","United States","Tompkins County","New York","Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road",150,230,93,"0%",30.3999996185,"tissue (frozen); study skin","skin_study",NA,"tissue (frozen)",NA,NA,2006,10,2000,"CUMV","Passeriformes","Turdidae","United States New York Tompkins County Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 52046"
"281",1282,52047,"Melospiza","Melospiza melodia","M","2006-04-11","United States","Tompkins County","New York","Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road",139,190,68,"complete",20.8999996185,"study skin; tissue (frozen)","skin_study",NA," tissue (frozen)",NA,NA,2006,4,2000,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 52047"
"282",1283,52102,"Setophaga","Setophaga coronata","U","2005-11-06","United States","Tompkins County","New York","Ithaca: 108 Juniper Dr.",125,215,72,"20%",10.8999996185,"study skin; tissue (frozen)","skin_study",NA," tissue (frozen)",NA,NA,2005,11,2000,"CUMV","Passeriformes","Parulidae","United States New York Tompkins County Ithaca: 108 Juniper Dr.","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 52102"
"283",1284,52162,"Catharus","Catharus guttatus","M","2007-04-17","United States","Tompkins County","New York","Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road",160,278,96,"complete",30.2000007629,"study skin; tissue (frozen)","skin_study",NA," tissue (frozen)",NA,NA,2007,4,2000,"CUMV","Passeriformes","Turdidae","United States New York Tompkins County Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 52162"
"284",1285,52268,"Melospiza","Melospiza melodia","U","2006-07-23","United States","Tompkins County","New York","Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road  (Bldg)",143.5,197,67,NA,19.5,"skeleton; tissue (frozen)",NA,"skel_full"," tissue (frozen)",NA,NA,2006,7,2000,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road  (Bldg)","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 52268"
"285",1286,52450,"Melospiza","Melospiza melodia","M","2006-04-18","United States","Tompkins County","New York","Ellis Hollow, Ithaca/Dryden town Line",NA,NA,NA,"complete",23.3999996185,"study skin; tissue (frozen)","skin_study",NA," tissue (frozen)",NA,NA,2006,4,2000,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Ellis Hollow, Ithaca/Dryden town Line","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 52450"
"286",1287,52490,"Setophaga","Setophaga coronata","M","2008-06-26","United States","Franklin County","New York","Santa Clara Township, Blue Mountain Road, 15.6 km WNW Paul Smiths",NA,NA,NA,NA,11,"tissue (95% ethanol); whole organism (ethanol)",NA,NA,"tissue (95% ethanol)",NA,"fluid_full",2008,6,2000,"CUMV","Passeriformes","Parulidae","United States New York Franklin County Santa Clara Township, Blue Mountain Road, 15.6 km WNW Paul Smiths","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 52490"
"287",1288,52492,"Catharus","Catharus guttatus",NA,"2008-06-27","United States","Franklin County","New York","Santa Clara Township, Blue Mountain Road, 15.6 km WNW Paul Smiths",NA,NA,NA,NA,26.6000003815,"whole organism (ethanol)",NA,NA,NA,NA,"fluid_full",2008,6,2000,"CUMV","Passeriformes","Turdidae","United States New York Franklin County Santa Clara Township, Blue Mountain Road, 15.6 km WNW Paul Smiths","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 52492"
"288",1289,52505,"Melospiza","Melospiza melodia","M","2007-06-12","United States","Tompkins County","New York","Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road  (Bldg)",NA,170,67,"complete",21.7999992371,"tissue (frozen); study skin","skin_study",NA,"tissue (frozen)",NA,NA,2007,6,2000,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road  (Bldg)","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 52505"
"289",1290,52618,"Catharus","Catharus guttatus","M","2008-06-26","United States","Franklin County","New York","Santa Clara Township, Blue Mountain Road, 15.6 km WNW Paul Smiths",NA,NA,92,"5%",27.3999996185,"tissue (95% ethanol); spread wing; study skin","skin_study",NA,"tissue (95% ethanol)"," spread wing","tissue",2008,6,2000,"CUMV","Passeriformes","Turdidae","United States New York Franklin County Santa Clara Township, Blue Mountain Road, 15.6 km WNW Paul Smiths","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 52618"
"290",1291,52622,"Setophaga","Setophaga coronata","F","2008-06-26","United States","Franklin County","New York","Santa Clara Township, Blue Mountain Road, 15.6 km WNW Paul Smiths",NA,NA,70,"complete",12.8000001907,"tissue (95% ethanol); study skin","skin_study",NA,"tissue (95% ethanol)",NA,"tissue",2008,6,2000,"CUMV","Passeriformes","Parulidae","United States New York Franklin County Santa Clara Township, Blue Mountain Road, 15.6 km WNW Paul Smiths","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 52622"
"291",1292,52676,"Melospiza","Melospiza melodia","M","2008-07-22","United States","Tompkins County","New York","Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road  (Bldg)",133,193.5,63,"complete",19,"study skin; tissue (frozen)","skin_study",NA," tissue (frozen)",NA,NA,2008,7,2000,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road  (Bldg)","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 52676"
"292",1293,52696,"Catharus","Catharus guttatus","M","2008-10-20","United States","Tompkins County","New York","Ithaca, Cornell University Campus",NA,300,104,"20%",32.2900009155,"tissue (frozen); study skin","skin_study",NA,"tissue (frozen)",NA,NA,2008,10,2000,"CUMV","Passeriformes","Turdidae","United States New York Tompkins County Ithaca, Cornell University Campus","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 52696"
"293",1294,52741,"Melospiza","Melospiza melodia","M","2008-11-13","United States","Tompkins County","New York","Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road  (Bldg)",143,195,69,"5%",22.2999992371,"study skin; tissue (frozen)","skin_study",NA," tissue (frozen)",NA,NA,2008,11,2000,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Cornell Laboratory of Ornithology, ~5.5 km NE Ithaca, Sapsucker Woods Road  (Bldg)","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 52741"
"294",1295,52862,"Melospiza","Melospiza melodia","M",NA,"United States","Tompkins County","New York","~ 9 km SE Ithaca, 882 Snyder Hill Road",NA,200,60,NA,14.8000001907,"tissue (frozen); study skin","skin_study",NA,"tissue (frozen)",NA,NA,NA,NA,NA,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County ~ 9 km SE Ithaca, 882 Snyder Hill Road","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 52862"
"295",1296,52890,"Melospiza","Melospiza melodia","M","2009-03-25","United States","Onondaga County","New York","Manlius",136.5,214,65,"complete",16.2000007629,"study skin; tissue (frozen)","skin_study",NA," tissue (frozen)",NA,NA,2009,3,2000,"CUMV","Passeriformes","Passerellidae","United States New York Onondaga County Manlius","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 52890"
"296",1297,52964,"Melospiza","Melospiza melodia","F","2009-04-25","United States","Tompkins County","New York","Dryden Township, ~ 8 km ESE Ithaca, 81 Besemer Hill Road",133,170,65,"90%",17.2000007629,"study skin; tissue (frozen)","skin_study",NA," tissue (frozen)",NA,NA,2009,4,2000,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Dryden Township, ~ 8 km ESE Ithaca, 81 Besemer Hill Road","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 52964"
"297",1298,52981,"Setophaga","Setophaga coronata","U","2008-10-19","United States","Baltimore County","Maryland","Owings Mills",NA,220,71,"0%",12.3000001907,"tissue (frozen); study skin","skin_study",NA,"tissue (frozen)",NA,NA,2008,10,2000,"CUMV","Passeriformes","Parulidae","United States Maryland Baltimore County Owings Mills","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 52981"
"298",1299,53104,"Melospiza","Melospiza melodia",NA,"2007-08-13","United States","Tompkins County","New York","Enfield Township, 3.6 km NE Enfield, 68 Van Dorn Road",NA,158,62,"0%",18.8999996185,"skeleton; tissue (frozen)",NA,"skel_full"," tissue (frozen)",NA,NA,2007,8,2000,"CUMV","Passeriformes","Passerellidae","United States New York Tompkins County Enfield Township, 3.6 km NE Enfield, 68 Van Dorn Road","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 53104"
"299",1300,53205,"Setophaga","Setophaga coronata","F","2009-05-02","United States","Tompkins County","New York","Dryden, Gerung Circle",138,209,69,"complete",11.1000003815,"skeleton; tissue (frozen)",NA,"skel_full"," tissue (frozen)",NA,NA,2009,5,2000,"CUMV","Passeriformes","Parulidae","United States New York Tompkins County Dryden, Gerung Circle","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 53205"
"300",1301,53207,"Catharus","Catharus guttatus","M","2008-04-09","United States","Monroe County","New York","Town of Greece, 6 miles East of Hilton, Edgemere Drive",155,289,94,NA,26.6000003815,"tissue (frozen); skeleton",NA,"skel_full","tissue (frozen)",NA,NA,2008,4,2000,"CUMV","Passeriformes","Turdidae","United States New York Monroe County Town of Greece, 6 miles East of Hilton, Edgemere Drive","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CUMV 53207"
